M,1,",", ,M,2,",", ,M,3,",", ,M,b,",", ,M,c,",", ,A,",", ,B,",", ,C,",", ,V,b,l,",", ,V,b,r,",", ,V,c,l,",", ,V,c,r
9.62,4.5,0.0,-13.38,-8.88,9.83,28.57,23.23,-15.18,13.4,-11.6,11.6
